nid,type,createddate,etid,localapprovalstatus,"Slideshow node","Slideshow status","Slideshow created date","Slideshow photo count",Video_node,Video_status,Video_created_date,Video_type,"List items",Vertical
78217496,story,05/26/2015,493451,0,78217401,1,05/26/2015,10,N/a,N/a,N/a,N/a,N/a,No
78217506,story,05/26/2015,33480,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217291,story,05/26/2015,487197,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217546,review,05/26/2015,433986,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78217566,story,05/26/2015,31345,0,78218606,1,05/26/2015,7,78217561,1,05/26/2015,Youtube,N/a,No
78195566,story,05/26/2015,6180,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217646,story,05/26/2015,52289,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217676,story,05/26/2015,23497,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78217686,story,05/26/2015,4525,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218021,story,05/26/2015,409011,0,N/a,N/a,N/a,N/a,78218016,1,05/26/2015,Youtube,N/a,No
78218026,story,05/26/2015,433231,1,N/a,N/a,N/a,N/a,78217966,1,05/26/2015,5min.com,N/a,No
78218181,story,05/26/2015,451112,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78088616,story,05/26/2015,190546,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217341,story,05/26/2015,47378,1,78217656,1,05/26/2015,5,78217216,1,05/26/2015,Youtube,N/a,No
78218241,story,05/26/2015,467436,1,N/a,N/a,N/a,N/a,78218221,1,05/26/2015,5min.com,N/a,Yes
78218246,story,05/26/2015,39402,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78218251,story,05/26/2015,18689,1,78218111,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78218281,story,05/26/2015,396521,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218291,review,05/26/2015,459951,1,N/a,N/a,N/a,N/a,78218266,1,05/26/2015,Youtube,N/a,Yes
78217641,story,05/26/2015,438921,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78136366,story,05/26/2015,660,0,N/a,N/a,N/a,N/a,78136241,1,05/26/2015,5min.com,N/a,No
78218326,story,05/26/2015,14380,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218321,review,05/26/2015,2640,1,N/a,N/a,N/a,N/a,78218261,1,05/26/2015,5min.com,N/a,No
78218456,story,05/26/2015,67637,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218461,story,05/26/2015,11270,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218491,story,05/26/2015,1995,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218501,story,05/26/2015,33480,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78202921,story,05/26/2015,49156,1,78203201,1,05/26/2015,20,N/a,N/a,N/a,N/a,N/a,No
78218541,story,05/26/2015,18770,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218546,story,05/26/2015,392281,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218551,story,05/26/2015,4886,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218586,story,05/26/2015,483271,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218671,story,05/26/2015,47976,1,N/a,N/a,N/a,N/a,78217241,1,05/26/2015,5min.com,N/a,No
78218676,story,05/26/2015,380101,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218731,story,05/26/2015,435416,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218776,story,05/26/2015,25445,0,78218706,1,05/26/2015,6,N/a,N/a,N/a,N/a,N/a,No
78218781,story,05/26/2015,11664,1,N/a,N/a,N/a,N/a,78218526,1,05/26/2015,5min.com,N/a,No
78218796,story,05/26/2015,467296,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78218921,story,05/26/2015,151921,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218926,story,05/26/2015,40871,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218806,story,05/26/2015,419271,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218936,story,05/26/2015,130831,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218966,story,05/26/2015,39943,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218981,story,05/26/2015,162591,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78219021,story,05/26/2015,445587,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219031,story,05/26/2015,33480,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219056,story,05/26/2015,409011,0,N/a,N/a,N/a,N/a,78219036,1,05/26/2015,Youtube,N/a,No
78209911,story,05/26/2015,60386,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78213116,story,05/26/2015,70674,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219101,story,05/26/2015,46276,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219106,story,05/26/2015,423386,1,N/a,N/a,N/a,N/a,78219266,1,05/26/2015,5min.com,N/a,No
78219121,story,05/26/2015,130831,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219126,story,05/26/2015,5030,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78219141,story,05/26/2015,381641,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219166,story,05/26/2015,445587,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78188996,story,05/26/2015,26888,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219176,story,05/26/2015,54642,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219231,story,05/26/2015,397161,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219241,story,05/26/2015,492056,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219206,story,05/26/2015,408626,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218336,review,05/26/2015,459906,1,78219151,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78219311,story,05/26/2015,358621,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218536,story,05/26/2015,67268,1,78219001,1,05/26/2015,19,N/a,N/a,N/a,N/a,N/a,No
78219336,story,05/26/2015,423251,1,N/a,N/a,N/a,N/a,78219301,1,05/26/2015,5min.com,N/a,Yes
78219261,story,05/26/2015,67637,1,N/a,N/a,N/a,N/a,78219716,1,05/26/2015,Youtube,N/a,No
78219406,story,05/26/2015,445587,1,N/a,N/a,N/a,N/a,78219401,1,05/26/2015,Youtube,N/a,No
78219441,story,05/26/2015,40871,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219446,story,05/26/2015,368761,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219451,story,05/26/2015,471921,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219531,story,05/26/2015,31345,0,78219456,1,05/26/2015,8,78219561,1,05/26/2015,Youtube,N/a,No
78161136,story,05/26/2015,478566,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78219576,review,05/26/2015,391816,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219226,story,05/26/2015,461056,1,N/a,N/a,N/a,N/a,78219296,1,05/26/2015,Youtube,N/a,No
78219606,story,05/26/2015,33480,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219601,story,05/26/2015,68640,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219616,story,05/26/2015,373841,1,N/a,N/a,N/a,N/a,78219591,1,05/26/2015,5min.com,N/a,Yes
78219656,story,05/26/2015,423856,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219331,story,05/26/2015,235666,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219676,story,05/26/2015,30815,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219721,story,05/26/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78217321,story,05/26/2015,484246,1,78217526,1,05/26/2015,11,78219541,1,05/26/2015,Youtube,N/a,Yes
78192391,story,05/26/2015,39043,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
75225737,review,05/26/2015,486082,1,N/a,N/a,N/a,N/a,78219701,1,05/26/2015,Youtube,N/a,Yes
78219571,story,05/26/2015,493566,1,78219391,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78219646,review,05/26/2015,58077,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78219661,story,05/26/2015,386636,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78209411,story,05/26/2015,1553,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78219831,story,05/26/2015,481881,1,N/a,N/a,N/a,N/a,78219686,1,05/26/2015,5min.com,N/a,Yes
78219921,story,05/26/2015,409011,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219936,story,05/26/2015,25863,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219976,story,05/26/2015,396526,0,N/a,N/a,N/a,N/a,78219961,1,05/26/2015,Youtube,N/a,No
78219986,story,05/26/2015,432691,1,78219271,1,05/26/2015,5,78219981,1,05/26/2015,Youtube,N/a,Yes
78220001,story,05/26/2015,68254,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220061,story,05/26/2015,396556,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219956,story,05/26/2015,329681,1,78220026,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78220086,story,05/26/2015,12458,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220006,story,05/26/2015,277336,1,N/a,N/a,N/a,N/a,78219946,1,05/26/2015,5min.com,N/a,No
78220066,story,05/26/2015,24238,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220106,story,05/26/2015,299076,1,N/a,N/a,N/a,N/a,78220071,1,05/26/2015,5min.com,N/a,Yes
78220131,story,05/26/2015,301231,1,N/a,N/a,N/a,N/a,78220076,1,05/26/2015,5min.com,N/a,Yes
78219871,story,05/26/2015,9303,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77630691,story,05/26/2015,21372,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220021,story,05/26/2015,10317,1,N/a,N/a,N/a,N/a,78219941,1,05/26/2015,Youtube,N/a,No
78220166,story,05/26/2015,14380,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220176,story,05/26/2015,1417,0,N/a,N/a,N/a,N/a,78220171,1,05/26/2015,Youtube,N/a,No
78220216,story,05/26/2015,43373,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220271,story,05/26/2015,449932,1,N/a,N/a,N/a,N/a,78222521,1,05/26/2015,5min.com,N/a,No
78220291,review,05/26/2015,491946,1,78220226,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78213711,review,05/26/2015,348811,1,78213231,1,05/26/2015,20,N/a,N/a,N/a,N/a,N/a,Yes
78220336,story,05/26/2015,308831,1,N/a,N/a,N/a,N/a,78220316,1,05/26/2015,Youtube,N/a,No
78220341,story,05/26/2015,239911,1,N/a,N/a,N/a,N/a,78220511,1,05/26/2015,5min.com,N/a,No
78220346,story,05/26/2015,72873,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220351,story,05/26/2015,46212,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220381,story,05/26/2015,133191,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220261,story,05/26/2015,449327,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220426,story,05/26/2015,72873,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220331,story,05/26/2015,317296,1,N/a,N/a,N/a,N/a,78220391,1,05/26/2015,Youtube,N/a,No
78220466,story,05/26/2015,43373,1,N/a,N/a,N/a,N/a,78220451,1,05/26/2015,5min.com,N/a,No
78220411,story,05/26/2015,492876,1,78220476,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78220521,story,05/26/2015,72873,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220471,story,05/26/2015,24002,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220211,story,05/26/2015,56207,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220546,review,05/26/2015,446842,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220551,story,05/26/2015,52289,1,N/a,N/a,N/a,N/a,78220536,1,05/26/2015,5min.com,N/a,No
78220591,story,05/26/2015,419706,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78220656,story,05/26/2015,491371,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220661,story,05/26/2015,339926,1,78220621,1,05/26/2015,6,N/a,N/a,N/a,N/a,N/a,No
78220686,story,05/26/2015,365756,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220696,list,05/26/2015,460901,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,No
78220731,story,05/26/2015,40216,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219236,story,05/26/2015,37620,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220741,story,05/26/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78218156,story,05/26/2015,395136,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220766,story,05/26/2015,449932,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220776,story,05/26/2015,21670,1,N/a,N/a,N/a,N/a,78220761,1,05/26/2015,5min.com,N/a,No
78220801,story,05/26/2015,50483,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220851,story,05/26/2015,461011,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220966,story,05/26/2015,423386,1,N/a,N/a,N/a,N/a,78221821,1,05/26/2015,5min.com,N/a,No
78219691,story,05/26/2015,801,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78200641,story,05/26/2015,481116,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78172956,story,05/26/2015,206496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221016,story,05/26/2015,43373,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220616,story,05/26/2015,415291,1,78220856,1,05/26/2015,18,N/a,N/a,N/a,N/a,N/a,No
78221026,story,05/26/2015,75139,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221021,story,05/26/2015,482436,1,N/a,N/a,N/a,N/a,78220986,1,05/26/2015,Youtube,N/a,Yes
78221036,story,05/26/2015,61943,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221051,story,05/26/2015,301371,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221116,story,05/26/2015,31962,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221131,review,05/26/2015,444867,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78221206,story,05/26/2015,21670,1,N/a,N/a,N/a,N/a,78221201,1,05/26/2015,5min.com,N/a,No
78221261,story,05/26/2015,33967,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78219246,story,05/26/2015,18280,1,N/a,N/a,N/a,N/a,78220401,1,05/26/2015,Youtube,N/a,No
78220996,story,05/26/2015,43799,1,78221266,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78221171,story,05/26/2015,419271,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221196,review,05/26/2015,217096,1,N/a,N/a,N/a,N/a,78221176,1,05/26/2015,5min.com,N/a,Yes
78221381,story,05/26/2015,50884,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221046,review,05/26/2015,296826,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221451,story,05/26/2015,423171,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221436,story,05/26/2015,443382,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221456,story,05/26/2015,239911,1,N/a,N/a,N/a,N/a,78221426,1,05/26/2015,5min.com,N/a,No
78221366,story,05/26/2015,442166,1,N/a,N/a,N/a,N/a,78221226,1,05/26/2015,5min.com,N/a,Yes
78221446,story,05/26/2015,387181,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221526,story,05/26/2015,426296,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78218681,story,05/26/2015,493781,1,78218516,1,05/26/2015,7,N/a,N/a,N/a,N/a,N/a,No
78221556,story,05/26/2015,416616,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221546,story,05/26/2015,483561,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221561,story,05/26/2015,43373,1,N/a,N/a,N/a,N/a,78221551,1,05/26/2015,5min.com,N/a,No
78221576,story,05/26/2015,339551,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221631,story,05/26/2015,376121,1,N/a,N/a,N/a,N/a,78221541,1,05/26/2015,Youtube,N/a,No
78221636,story,05/26/2015,475761,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78221686,story,05/26/2015,8151,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221056,story,05/26/2015,68265,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221701,review,05/26/2015,491901,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221746,story,05/26/2015,419851,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78221496,story,05/26/2015,25466,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221756,story,05/26/2015,20133,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221786,story,05/26/2015,426296,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78221766,story,05/26/2015,28900,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78060821,story,05/26/2015,28350,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221826,list,05/26/2015,459211,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,Yes
78220781,story,05/26/2015,302236,0,N/a,N/a,N/a,N/a,78221476,1,05/26/2015,5min.com,N/a,No
78221876,story,05/26/2015,184746,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221886,story,05/26/2015,3926,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221841,story,05/26/2015,386626,0,N/a,N/a,N/a,N/a,78221806,1,05/26/2015,5min.com,N/a,No
78221891,story,05/26/2015,464786,1,N/a,N/a,N/a,N/a,78221811,1,05/26/2015,5min.com,N/a,No
78221866,story,05/26/2015,22975,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78221961,story,05/26/2015,429416,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221981,story,05/26/2015,51997,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221991,story,05/26/2015,422066,0,N/a,N/a,N/a,N/a,78221946,1,05/26/2015,5min.com,N/a,No
78222011,story,05/26/2015,439276,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78222081,story,05/26/2015,491371,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220596,review,05/26/2015,422856,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221186,story,05/26/2015,397131,0,N/a,N/a,N/a,N/a,78221676,1,05/26/2015,5min.com,N/a,No
78222181,story,05/26/2015,492212,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78222116,review,05/26/2015,240876,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78222211,story,05/26/2015,409011,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222226,story,05/26/2015,465996,0,N/a,N/a,N/a,N/a,78222006,1,05/26/2015,5min.com,N/a,No
78218651,review,05/26/2015,474261,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78222246,story,05/26/2015,14380,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222311,story,05/26/2015,375446,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222361,review,05/26/2015,341696,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222461,story,05/26/2015,9280,1,78222941,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78219971,story,05/26/2015,33602,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222466,story,05/26/2015,421231,1,78222411,1,05/26/2015,8,N/a,N/a,N/a,N/a,N/a,No
78222471,story,05/26/2015,35811,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221711,story,05/26/2015,35811,1,N/a,N/a,N/a,N/a,78221781,1,05/26/2015,Youtube,N/a,No
78222511,story,05/26/2015,490212,0,N/a,N/a,N/a,N/a,78221646,1,05/26/2015,5min.com,N/a,No
78222546,story,05/26/2015,372591,0,N/a,N/a,N/a,N/a,78222541,1,05/26/2015,5min.com,N/a,No
78222551,story,05/26/2015,490687,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78221976,story,05/26/2015,492961,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222701,story,05/26/2015,423386,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222531,story,05/26/2015,491816,1,78222591,1,05/26/2015,12,N/a,N/a,N/a,N/a,N/a,No
78222846,story,05/26/2015,416616,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222896,story,05/26/2015,28249,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222861,list,05/26/2015,488887,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,No
78222951,story,05/26/2015,4525,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78220831,story,05/26/2015,182156,0,N/a,N/a,N/a,N/a,78220821,1,05/26/2015,5min.com,N/a,No
78222936,story,05/26/2015,25445,0,78222901,1,05/26/2015,5,N/a,N/a,N/a,N/a,N/a,No
78218481,story,05/26/2015,26190,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223011,story,05/26/2015,478356,1,N/a,N/a,N/a,N/a,78222961,1,05/26/2015,5min.com,N/a,No
78223021,story,05/26/2015,155496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78223031,story,05/26/2015,489147,1,N/a,N/a,N/a,N/a,78223006,1,05/26/2015,Youtube,N/a,No
78223061,story,05/26/2015,173421,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223071,story,05/26/2015,19453,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223051,story,05/26/2015,112671,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223096,story,05/26/2015,11780,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223116,list,05/26/2015,285996,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,Yes
78223126,story,05/26/2015,478456,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223131,story,05/26/2015,33967,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78222351,story,05/26/2015,481271,1,N/a,N/a,N/a,N/a,78222341,1,05/26/2015,Youtube,N/a,No
78223151,story,05/26/2015,185516,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223226,story,05/26/2015,309171,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223256,story,05/26/2015,155496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78124446,story,05/26/2015,12791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223271,story,05/26/2015,414086,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223286,story,05/26/2015,1183,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78223261,story,05/26/2015,420691,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78223341,story,05/26/2015,41378,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223351,story,05/26/2015,13996,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78223376,story,05/26/2015,492776,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223386,story,05/26/2015,52858,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223346,story,05/26/2015,45355,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223401,story,05/26/2015,492312,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78223371,story,05/26/2015,419271,1,N/a,N/a,N/a,N/a,78223246,1,05/26/2015,5min.com,N/a,No
78223511,review,05/26/2015,477016,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
